POOL|Sorcerer Bloodline|selections 53|linked+held 30|lines before 9800|lines after 1040|linked lines: held 6938, NOT-HELD 1822, no converted member rule 0|unlinked lines still printed 1040
LINE|Sorcerer|Undead Bloodline|9|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Duration|18|NOT-HELD
LINE|Sorcerer|Undead Bloodline|9|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Times|1|NOT-HELD
LINE|Sorcerer|Undead Bloodline|10|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Duration|20|NOT-HELD
LINE|Sorcerer|Undead Bloodline|10|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Times|1|NOT-HELD
LINE|Sorcerer|Undead Bloodline|11|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Duration|22|NOT-HELD
LINE|Sorcerer|Undead Bloodline|11|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Times|1|NOT-HELD
LINE|Sorcerer|Undead Bloodline|12|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Duration|24|NOT-HELD
LINE|Sorcerer|Undead Bloodline|12|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Times|1|NOT-HELD
LINE|Sorcerer|Undead Bloodline|13|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Duration|26|NOT-HELD
LINE|Sorcerer|Undead Bloodline|13|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Times|1|NOT-HELD
LINE|Sorcerer|Undead Bloodline|14|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Duration|28|NOT-HELD
LINE|Sorcerer|Undead Bloodline|14|Undead Bloodline ~ Incorporeal Form|Sorcerer_UndeadIncorporealForm_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|1|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|2|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|1|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|1|Verdant Bloodline ~ Photosynthesis|Sorcerer_VerdantPhotosynthesis_SaveBonus|0|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|1|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|2|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|1|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|1|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|2|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|2|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|2|Verdant Bloodline ~ Photosynthesis|Sorcerer_VerdantPhotosynthesis_SaveBonus|2|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|2|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|2|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|2|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|3|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|6|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|3|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|3|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|6|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|3|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|3|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|4|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|8|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|4|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|4|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|8|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|4|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|4|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|5|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|10|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|5|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|5|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|10|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|5|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|5|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|6|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|12|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|6|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|6|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|12|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|6|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|6|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|7|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|14|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|7|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|7|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|14|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|7|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|7|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|8|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Targets|16|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|8|Verdant Bloodline ~ Massmorph|Sorcerer_VerdantMassmorph_Times|1|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|8|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|16|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|8|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|8|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|9|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|18|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|9|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|9|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|10|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|20|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|10|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|10|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|11|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|22|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|11|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|11|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|12|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|24|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|12|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|12|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|13|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|26|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|13|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|13|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|14|Verdant Bloodline ~ Rooting|Sorcerer_VerdantRooting_Duration|28|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|14|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|14|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|15|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|15|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|16|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|16|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|17|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|17|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|18|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|18|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|19|Verdant Bloodline ~ Shepherd of the Trees|AC_Natural_Armor|4|NOT-HELD
LINE|Sorcerer|Verdant Bloodline|19|Verdant Bloodline ~ Shepherd of the Trees|TremorsenseRange|30|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|1|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|2|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|3|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|4|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|5|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|6|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|7|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|8|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|9|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|10|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|11|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|12|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|13|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|14|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|15|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|16|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|17|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|18|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Aberrant Bloodrager Bloodline|19|Aberrant Bloodrager Bloodline ~ Aberrant Form|BlindsightRange|60|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|1|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|2|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|3|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|4|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|5|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|6|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|7|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|8|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|9|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|10|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Abyssal Bloodrager Bloodline|11|Abyssal Bloodrager Bloodline ~ Abyssal Bloodrage|BloodRageACPenalty|-2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|1|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|2|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|3|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|4|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|5|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|6|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|7|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|8|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|9|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|10|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Arcane Bloodrager Bloodline|11|Arcane Bloodrager Bloodline ~ Caster's Scourge|Bloodrager_Arcane_CastersScourge_Times|2|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|1|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|1|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|1|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|2|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|2|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|2|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|3|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|3|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|3|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|4|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|4|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|4|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|5|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|5|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|5|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|6|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|6|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|6|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|7|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|7|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|7|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|8|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|8|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|8|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|9|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|9|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|9|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|10|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|10|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|10|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|11|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|11|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|11|Celestial Bloodrager Bloodline ~ Wings of Heaven|Maneuverability|4|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|12|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|12|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|13|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|13|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|14|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|14|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|15|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|15|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|16|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|16|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|17|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|17|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|18|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|18|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|19|Celestial Bloodrager Bloodline ~ Ascension|ElectricityResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Celestial Bloodrager Bloodline|19|Celestial Bloodrager Bloodline ~ Ascension|FireResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Elemental Bloodrager Bloodline|1|Elemental Bloodrager Bloodline ~ Elemental Resistance|Bloodrager_Elemental_ElementalResistance_ResistBonus|10|NOT-HELD
LINE|Bloodrager|Elemental Bloodrager Bloodline|2|Elemental Bloodrager Bloodline ~ Elemental Resistance|Bloodrager_Elemental_ElementalResistance_ResistBonus|10|NOT-HELD
LINE|Bloodrager|Elemental Bloodrager Bloodline|3|Elemental Bloodrager Bloodline ~ Elemental Resistance|Bloodrager_Elemental_ElementalResistance_ResistBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|1|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|1|Infernal Bloodrager Bloodline ~ Fiend of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|2|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|2|Infernal Bloodrager Bloodline ~ Fiend of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|3|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|3|Infernal Bloodrager Bloodline ~ Fiend of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|4|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|4|Infernal Bloodrager Bloodline ~ Fiend of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|5|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|5|Infernal Bloodrager Bloodline ~ Fiend of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|6|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|6|Infernal Bloodrager Bloodline ~ Fiend of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Bloodrager|Infernal Bloodrager Bloodline|7|Infernal Bloodrager Bloodline ~ Fiend of the Pit|AcidResistanceBonus|10|NOT-HELD
